seq,send_time_ns,scheduled_time_ns,drift_us
583,1788913349629524396,1788913349629524285,0.11
584,1788913349630524385,1788913349630524285,0.10
585,1788913349631524464,1788913349631524285,0.18
586,1788913349632524442,1788913349632524285,0.16
587,1788913349633524461,1788913349633524285,0.18
588,1788913349634524430,1788913349634524285,0.14
589,1788913349635524398,1788913349635524285,0.11
590,1788913349636524507,1788913349636524285,0.22
591,1788913349637524456,1788913349637524285,0.17
592,1788913349638524384,1788913349638524285,0.10
593,1788913349639524463,1788913349639524285,0.18
594,1788913349640524491,1788913349640524285,0.21
595,1788913349641524490,1788913349641524285,0.20
596,1788913349642524399,1788913349642524285,0.11
597,1788913349643524447,1788913349643524285,0.16
598,1788913349644524436,1788913349644524285,0.15
599,1788913349645524515,1788913349645524285,0.23
600,1788913349646524463,1788913349646524285,0.18
601,1788913349647524502,1788913349647524285,0.22
602,1788913349648524471,1788913349648524285,0.19
603,1788913349649524479,1788913349649524285,0.19
604,1788913349650524398,1788913349650524285,0.11
605,1788913349651524426,1788913349651524285,0.14
606,1788913349652524395,1788913349652524285,0.11
607,1788913349653524414,1788913349653524285,0.13
608,1788913349654524422,1788913349654524285,0.14
609,1788913349655524471,1788913349655524285,0.19
610,1788913349656524460,1788913349656524285,0.17
611,1788913349657524438,1788913349657524285,0.15
612,1788913349658524467,1788913349658524285,0.18
613,1788913349659524415,1788913349659524285,0.13
614,1788913349660524404,1788913349660524285,0.12
615,1788913349661524503,1788913349661524285,0.22
616,1788913349662524481,1788913349662524285,0.20
617,1788913349663524460,1788913349663524285,0.17
618,1788913349664524409,1788913349664524285,0.12
619,1788913349665524427,1788913349665524285,0.14
620,1788913349666524436,1788913349666524285,0.15
621,1788913349667524455,1788913349667524285,0.17
622,1788913349668524513,1788913349668524285,0.23
623,1788913349669524452,1788913349669524285,0.17
624,1788913349670524421,1788913349670524285,0.14
625,1788913349671524449,1788913349671524285,0.16
626,1788913349672524388,1788913349672524285,0.10
627,1788913349673524476,1788913349673524285,0.19
628,1788913349674524445,1788913349674524285,0.16
629,1788913349675524494,1788913349675524285,0.21
630,1788913349676524462,1788913349676524285,0.18
