seq,send_time_ns,scheduled_time_ns,drift_us
505,1788913300137959002,1788913300137958805,0.20
506,1788913300138958980,1788913300138958805,0.17
507,1788913300139958979,1788913300139958805,0.17
508,1788913300140959598,1788913300140958805,0.79
509,1788913300141959025,1788913300141958805,0.22
510,1788913300142958943,1788913300142958805,0.14
511,1788913300143958981,1788913300143958805,0.18
512,1788913300144958939,1788913300144958805,0.13
513,1788913300145958948,1788913300145958805,0.14
514,1788913300146958976,1788913300146958805,0.17
515,1788913300147971176,1788913300147958805,12.37
516,1788913300148958972,1788913300148958805,0.17
517,1788913300149958960,1788913300149958805,0.15
518,1788913300150958988,1788913300150958805,0.18
519,1788913300151958966,1788913300151958805,0.16
520,1788913300152958995,1788913300152958805,0.19
521,1788913300153958913,1788913300153958805,0.11
522,1788913300154958981,1788913300154958805,0.18
523,1788913300155958889,1788913300155958805,0.08
524,1788913300156958967,1788913300156958805,0.16
525,1788913300157958915,1788913300157958805,0.11
526,1788913300158958943,1788913300158958805,0.14
527,1788913300159958902,1788913300159958805,0.10
528,1788913300160965963,1788913300160958805,7.16
529,1788913300161958988,1788913300161958805,0.18
530,1788913300162958926,1788913300162958805,0.12
531,1788913300163959015,1788913300163958805,0.21
532,1788913300164958983,1788913300164958805,0.18
533,1788913300165958931,1788913300165958805,0.13
534,1788913300166958959,1788913300166958805,0.15
535,1788913300167958947,1788913300167958805,0.14
536,1788913300168958945,1788913300168958805,0.14
537,1788913300169958913,1788913300169958805,0.11
538,1788913300170958921,1788913300170958805,0.12
539,1788913300171958960,1788913300171958805,0.15
540,1788913300172958928,1788913300172958805,0.12
541,1788913300173958986,1788913300173958805,0.18
542,1788913300174958964,1788913300174958805,0.16
543,1788913300175958932,1788913300175958805,0.13
544,1788913300176958910,1788913300176958805,0.10
545,1788913300177958939,1788913300177958805,0.13
546,1788913300178958967,1788913300178958805,0.16
547,1788913300179959286,1788913300179958805,0.48
548,1788913300180958963,1788913300180958805,0.16
549,1788913300181958961,1788913300181958805,0.16
550,1788913300182958919,1788913300182958805,0.11
551,1788913300183958978,1788913300183958805,0.17
552,1788913300184958996,1788913300184958805,0.19
553,1788913300185958994,1788913300185958805,0.19
554,1788913300186965855,1788913300186958805,7.05
555,1788913300187959060,1788913300187958805,0.26
556,1788913300188958918,1788913300188958805,0.11
557,1788913300189958927,1788913300189958805,0.12
558,1788913300190958955,1788913300190958805,0.15
559,1788913300191959043,1788913300191958805,0.24
560,1788913300192959021,1788913300192958805,0.22
561,1788913300193959020,1788913300193958805,0.21
562,1788913300194958988,1788913300194958805,0.18
563,1788913300195958925,1788913300195958805,0.12
564,1788913300196958934,1788913300196958805,0.13
565,1788913300197959002,1788913300197958805,0.20
566,1788913300198958950,1788913300198958805,0.14
567,1788913300199962885,1788913300199958805,4.08
568,1788913300200958986,1788913300200958805,0.18
569,1788913300201958974,1788913300201958805,0.17
570,1788913300202958993,1788913300202958805,0.19
571,1788913300203958941,1788913300203958805,0.14
572,1788913300204958919,1788913300204958805,0.11
573,1788913300205958927,1788913300205958805,0.12
574,1788913300206959006,1788913300206958805,0.20
575,1788913300207958994,1788913300207958805,0.19
576,1788913300208959012,1788913300208958805,0.21
577,1788913300209959000,1788913300209958805,0.20
578,1788913300210958928,1788913300210958805,0.12
579,1788913300211959156,1788913300211958805,0.35
580,1788913300212976136,1788913300212958805,17.33
581,1788913300213968280,1788913300213958805,9.47
582,1788913300214959031,1788913300214958805,0.23
583,1788913300215959059,1788913300215958805,0.25
584,1788913300216958957,1788913300216958805,0.15
585,1788913300217958915,1788913300217958805,0.11
586,1788913300218958993,1788913300218958805,0.19
587,1788913300219958891,1788913300219958805,0.09
588,1788913300220959020,1788913300220958805,0.21
589,1788913300221958958,1788913300221958805,0.15
590,1788913300222958916,1788913300222958805,0.11
591,1788913300223958984,1788913300223958805,0.18
592,1788913300224958962,1788913300224958805,0.16
593,1788913300225958970,1788913300225958805,0.17
594,1788913300226958898,1788913300226958805,0.09
595,1788913300227958987,1788913300227958805,0.18
596,1788913300228958935,1788913300228958805,0.13
597,1788913300229958923,1788913300229958805,0.12
598,1788913300230958891,1788913300230958805,0.09
599,1788913300231961845,1788913300231958805,3.04
600,1788913300232958988,1788913300232958805,0.18
601,1788913300233958986,1788913300233958805,0.18
602,1788913300234958944,1788913300234958805,0.14
603,1788913300235959012,1788913300235958805,0.21
604,1788913300236959010,1788913300236958805,0.20
605,1788913300237958908,1788913300237958805,0.10
606,1788913300238958987,1788913300238958805,0.18
607,1788913300239958955,1788913300239958805,0.15
608,1788913300240958913,1788913300240958805,0.11
609,1788913300241958991,1788913300241958805,0.19
610,1788913300242959009,1788913300242958805,0.20
611,1788913300243959017,1788913300243958805,0.21
612,1788913300244964406,1788913300244958805,5.60
613,1788913300245958964,1788913300245958805,0.16
614,1788913300246958992,1788913300246958805,0.19
615,1788913300247958980,1788913300247958805,0.17
616,1788913300248958958,1788913300248958805,0.15
617,1788913300249958876,1788913300249958805,0.07
618,1788913300250958945,1788913300250958805,0.14
619,1788913300251958973,1788913300251958805,0.17
620,1788913300252959011,1788913300252958805,0.21
621,1788913300253958949,1788913300253958805,0.14
622,1788913300254958997,1788913300254958805,0.19
623,1788913300255958975,1788913300255958805,0.17
624,1788913300256959044,1788913300256958805,0.24
625,1788913300257958912,1788913300257958805,0.11
626,1788913300258958940,1788913300258958805,0.14
627,1788913300259959028,1788913300259958805,0.22
628,1788913300260958946,1788913300260958805,0.14
629,1788913300261958984,1788913300261958805,0.18
630,1788913300262959012,1788913300262958805,0.21
